round_number,year,month,day,team1,team2,venue,knockout
3,2024,9,22,LV,CAR,LV,TRUE
3,2024,9,22,SEA,MIA,SEA,TRUE
3,2024,9,22,ARI,DET,ARI,TRUE
3,2024,9,22,DAL,BAL,DAL,TRUE
3,2024,9,22,LAR,SF,LA,TRUE
3,2024,9,22,ATL,KC,ATL,TRUE
3,2024,9,23,BUF,JAX,BUF,TRUE
3,2024,9,23,CIN,WAS,CIN,TRUE
4,2024,9,26,NYG,DAL,NY,TRUE
4,2024,9,29,ATL,NO,ATL,TRUE
4,2024,9,29,CAR,CIN,CAR,TRUE
4,2024,9,29,CHI,LAR,CHI,TRUE
4,2024,9,29,GB,MIN,GB,TRUE
4,2024,9,29,HOU,JAX,HOU,TRUE
4,2024,9,29,IND,PIT,IND,TRUE
4,2024,9,29,NYJ,DEN,NY,TRUE
4,2024,9,29,TB,PHI,TB,TRUE
4,2024,9,29,ARI,WAS,ARI,TRUE
4,2024,9,29,SF,NE,SF,TRUE
4,2024,9,29,LAC,KC,LA,TRUE
4,2024,9,29,LV,CLE,LV,TRUE
4,2024,9,29,BAL,BUF,BAL,TRUE
4,2024,9,30,MIA,TEN,MIA,TRUE
4,2024,9,30,DET,SEA,DET,TRUE
5,2024,10,3,ATL,TB,ATL,TRUE
5,2024,10,6,MIN,NYJ,TOT,TRUE
5,2024,10,6,CHI,CAR,CHI,TRUE
5,2024,10,6,CIN,BAL,CIN,TRUE
5,2024,10,6,HOU,BUF,HOU,TRUE
5,2024,10,6,JAX,IND,JAX,TRUE
5,2024,10,6,NE,MIA,NE,TRUE
5,2024,10,6,WAS,CLE,WAS,TRUE
5,2024,10,6,DEN,LV,DEN,TRUE
5,2024,10,6,SF,ARI,SF,TRUE
5,2024,10,6,LAR,GB,LA,TRUE
5,2024,10,6,SEA,NYG,SEA,TRUE
5,2024,10,6,PIT,DAL,PIT,TRUE
5,2024,10,7,KC,NO,KC,TRUE
6,2024,10,10,SEA,SF,SEA,TRUE
6,2024,10,13,CHI,JAX,TOT,TRUE
6,2024,10,13,BAL,WAS,BAL,TRUE
6,2024,10,13,GB,ARI,GB,TRUE
6,2024,10,13,NE,HOU,NE,TRUE
6,2024,10,13,NO,TB,NO,TRUE
6,2024,10,13,PHI,CLE,PHI,TRUE
6,2024,10,13,TEN,IND,TEN,TRUE
6,2024,10,13,DEN,LAC,DEN,TRUE
6,2024,10,13,LV,PIT,LV,TRUE
6,2024,10,13,CAR,ATL,CAR,TRUE
6,2024,10,13,DAL,DET,DAL,TRUE
6,2024,10,13,NYG,CIN,NY,TRUE
6,2024,10,14,NYJ,BUF,NY,TRUE
7,2024,10,17,NO,DEN,NO,TRUE
7,2024,10,20,JAX,NE,LON,TRUE
7,2024,10,20,ATL,SEA,ATL,TRUE
7,2024,10,20,BUF,TEN,BUF,TRUE
7,2024,10,20,CLE,CIN,CLE,TRUE
7,2024,10,20,GB,HOU,GB,TRUE
7,2024,10,20,IND,MIA,IND,TRUE
7,2024,10,20,MIN,DET,MIN,TRUE
7,2024,10,20,NYG,PHI,NY,TRUE
7,2024,10,20,LAR,LV,LA,TRUE
7,2024,10,20,WAS,CAR,WAS,TRUE
7,2024,10,20,SF,KC,SF,TRUE
7,2024,10,20,PIT,NYJ,PIT,TRUE
7,2024,10,21,TB,BAL,TB,TRUE
7,2024,10,21,ARI,LAC,ARI,TRUE
8,2024,10,24,LAR,MIN,LA,TRUE
8,2024,10,27,CLE,BAL,CLE,TRUE
8,2024,10,27,DET,TEN,DET,TRUE
8,2024,10,27,HOU,IND,HOU,TRUE
8,2024,10,27,JAX,GB,JAX,TRUE
8,2024,10,27,MIA,ARI,MIA,TRUE
8,2024,10,27,NE,NYJ,NE,TRUE
8,2024,10,27,TB,ATL,TB,TRUE
8,2024,10,27,WAS,CHI,WAS,TRUE
8,2024,10,27,LAC,NO,LA,TRUE
8,2024,10,27,SEA,BUF,SEA,TRUE
8,2024,10,27,CIN,PHI,CIN,TRUE
8,2024,10,27,DEN,CAR,DEN,TRUE
8,2024,10,27,LV,KC,LV,TRUE
8,2024,10,27,SF,DAL,SF,TRUE
8,2024,10,28,PIT,NYG,PIT,TRUE
9,2024,10,31,NYJ,HOU,NY,TRUE
9,2024,11,3,ATL,DAL,ATL,TRUE
9,2024,11,3,BAL,DEN,BAL,TRUE
9,2024,11,3,BUF,MIA,BUF,TRUE
9,2024,11,3,CAR,NO,CAR,TRUE
9,2024,11,3,CIN,LV,CIN,TRUE
9,2024,11,3,CLE,LAC,CLE,TRUE
9,2024,11,3,MIN,IND,MIN,TRUE
9,2024,11,3,NYG,WAS,NY,TRUE
9,2024,11,3,TEN,NE,TEN,TRUE
9,2024,11,3,ARI,CHI,ARI,TRUE
9,2024,11,3,GB,DET,GB,TRUE
9,2024,11,3,SEA,LAR,SEA,TRUE
9,2024,11,3,PHI,JAX,PHI,TRUE
9,2024,11,4,KC,TB,KC,TRUE
10,2024,11,7,BAL,CIN,BAL,TRUE
10,2024,11,10,CAR,NYG,MUN,TRUE
10,2024,11,10,CHI,NE,CHI,TRUE
10,2024,11,10,IND,BUF,IND,TRUE
10,2024,11,10,JAX,MIN,JAX,TRUE
10,2024,11,10,KC,DEN,KC,TRUE
10,2024,11,10,NO,ATL,NO,TRUE
10,2024,11,10,TB,SF,TB,TRUE
10,2024,11,10,WAS,PIT,WAS,TRUE
10,2024,11,10,LAC,TEN,LA,TRUE
10,2024,11,10,ARI,NYJ,ARI,TRUE
10,2024,11,10,DAL,PHI,DAL,TRUE
10,2024,11,10,HOU,DET,HOU,TRUE
10,2024,11,11,LAR,MIA,LA,TRUE
11,2024,11,14,PHI,WAS,PHI,TRUE
11,2024,11,17,CHI,GB,CHI,TRUE
11,2024,11,17,DET,JAX,DET,TRUE
11,2024,11,17,MIA,LV,MIA,TRUE
11,2024,11,17,NE,LAR,NE,TRUE
11,2024,11,17,NO,CLE,NO,TRUE
11,2024,11,17,PIT,BAL,PIT,TRUE
11,2024,11,17,TEN,MIN,TEN,TRUE
11,2024,11,17,DEN,ATL,DEN,TRUE
11,2024,11,17,SF,SEA,SF,TRUE
11,2024,11,17,BUF,KC,BUF,TRUE
11,2024,11,17,LAC,CIN,LA,TRUE
11,2024,11,17,NYJ,IND,NY,TRUE
11,2024,11,18,DAL,HOU,DAL,TRUE
12,2024,11,21,CLE,PIT,CLE,TRUE
12,2024,11,24,CAR,KC,CAR,TRUE
12,2024,11,24,CHI,MIN,CHI,TRUE
12,2024,11,24,HOU,TEN,HOU,TRUE
12,2024,11,24,IND,DET,IND,TRUE
12,2024,11,24,MIA,NE,MIA,TRUE
12,2024,11,24,NYG,TB,NY,TRUE
12,2024,11,24,WAS,DAL,WAS,TRUE
12,2024,11,24,LV,DEN,LV,TRUE
12,2024,11,24,GB,SF,GB,TRUE
12,2024,11,24,SEA,ARI,SEA,TRUE
12,2024,11,24,LAR,PHI,LA,TRUE
12,2024,11,25,LAC,BAL,LA,TRUE
13,2024,11,28,DET,CHI,DET,TRUE
13,2024,11,28,DAL,NYG,DAL,TRUE
13,2024,11,28,GB,MIA,GB,TRUE
13,2024,11,29,KC,LV,KC,TRUE
13,2024,12,1,ATL,LAC,ATL,TRUE
13,2024,12,1,CIN,PIT,CIN,TRUE
13,2024,12,1,JAX,HOU,JAX,TRUE
13,2024,12,1,MIN,ARI,MIN,TRUE
13,2024,12,1,NE,IND,NE,TRUE
13,2024,12,1,NYJ,SEA,NY,TRUE
13,2024,12,1,WAS,TEN,WAS,TRUE
13,2024,12,1,CAR,TB,CAR,TRUE
13,2024,12,1,NO,LAR,NO,TRUE
13,2024,12,1,BAL,PHI,BAL,TRUE
13,2024,12,1,BUF,SF,BUF,TRUE
13,2024,12,2,DEN,CLE,DEN,TRUE
14,2024,12,5,DET,GB,DET,TRUE
14,2024,12,8,MIA,NYJ,MIA,TRUE
14,2024,12,8,MIN,ATL,MIN,TRUE
14,2024,12,8,NYG,NO,NY,TRUE
14,2024,12,8,PHI,CAR,PHI,TRUE
14,2024,12,8,PIT,CLE,PIT,TRUE
14,2024,12,8,TB,LV,TB,TRUE
14,2024,12,8,TEN,JAX,TEN,TRUE
14,2024,12,8,ARI,SEA,ARI,TRUE
14,2024,12,8,LAR,BUF,LA,TRUE
14,2024,12,8,SF,CHI,SF,TRUE
14,2024,12,8,KC,LAC,KC,TRUE
14,2024,12,9,DAL,CIN,DAL,TRUE
15,2024,12,12,SF,LAR,SF,TRUE
15,2024,12,15,CAR,DAL,CAR,TRUE
15,2024,12,15,CLE,KC,CLE,TRUE
15,2024,12,15,HOU,MIA,HOU,TRUE
15,2024,12,15,JAX,NYJ,JAX,TRUE
15,2024,12,15,NO,WAS,NO,TRUE
15,2024,12,15,NYG,BAL,NY,TRUE
15,2024,12,15,TEN,CIN,TEN,TRUE
15,2024,12,15,ARI,NE,ARI,TRUE
15,2024,12,15,DEN,IND,DEN,TRUE
15,2024,12,15,DET,BUF,DET,TRUE
15,2024,12,15,LAC,TB,LA,TRUE
15,2024,12,15,PHI,PIT,PHI,TRUE
15,2024,12,15,SEA,GB,SEA,TRUE
15,2024,12,16,MIN,CHI,MIN,TRUE
15,2024,12,16,LV,ATL,LV,TRUE
16,2024,12,19,CIN,CLE,CIN,TRUE
16,2024,12,21,KC,HOU,KC,TRUE
16,2024,12,21,BAL,PIT,BAL,TRUE
16,2024,12,22,ATL,NYG,ATL,TRUE
16,2024,12,22,BUF,NE,BUF,TRUE
16,2024,12,22,CAR,ARI,CAR,TRUE
16,2024,12,22,CHI,DET,CHI,TRUE
16,2024,12,22,IND,TEN,IND,TRUE
16,2024,12,22,NYJ,LAR,NY,TRUE
16,2024,12,22,WAS,PHI,WAS,TRUE
16,2024,12,22,LAC,DEN,LA,TRUE
16,2024,12,22,SEA,MIN,SEA,TRUE
16,2024,12,22,LV,JAX,LV,TRUE
16,2024,12,22,MIA,SF,MIA,TRUE
16,2024,12,22,DAL,TB,DAL,TRUE
16,2024,12,23,GB,NO,GB,TRUE
17,2024,12,25,PIT,KC,PIT,TRUE
17,2024,12,25,HOU,BAL,HOU,TRUE
17,2024,12,26,CHI,SEA,CHI,TRUE
17,2024,12,29,BUF,NYJ,BUF,TRUE
17,2024,12,29,JAX,TEN,JAX,TRUE
17,2024,12,29,MIN,GB,MIN,TRUE
17,2024,12,29,NO,LV,NO,TRUE
17,2024,12,29,TB,CAR,TB,TRUE
17,2024,12,29,PHI,DAL,PHI,TRUE
17,2024,12,29,CLE,MIA,CLE,TRUE
17,2024,12,29,CIN,DET,CIN,TRUE
17,2024,12,29,LAR,ARI,LA,TRUE
17,2024,12,29,NE,LAC,NE,TRUE
17,2024,12,29,NYG,IND,NY,TRUE
17,2024,12,29,WAS,ATL,WAS,TRUE
17,2024,12,30,SF,DET,SF,TRUE
18,2025,1,5,ARI,SF,ARI,TRUE
18,2025,1,5,ATL,CAR,ATL,TRUE
18,2025,1,5,BAL,CLE,BAL,TRUE
18,2025,1,5,DAL,WAS,DAL,TRUE
18,2025,1,5,DEN,KC,DEN,TRUE
18,2025,1,5,DET,MIN,DET,TRUE
18,2025,1,5,GB,CHI,GB,TRUE
18,2025,1,5,IND,JAX,IND,TRUE
18,2025,1,5,LAR,SEA,LA,TRUE
18,2025,1,5,LV,LAC,LV,TRUE
18,2025,1,5,NE,BUF,NE,TRUE
18,2025,1,5,NYJ,MIA,NY,TRUE
18,2025,1,5,PHI,NYG,PHI,TRUE
18,2025,1,5,PIT,CIN,PIT,TRUE
18,2025,1,5,TB,NO,TB,TRUE
18,2025,1,5,TEN,HOU,TEN,TRUE
